police_station_id,station_name,police_staff,inspector_id,station_pincode,no_of_cases
T3-875111,ST-3012,26,PI-28037,491735,6067
T3-875112,ST-3013,28,PI-28038,491737,6069
T3-875113,ST-3014,13,PI-28039,491739,6071
T3-875114,ST-3015,30,PI-28040,491741,6073
T3-875115,ST-3016,25,PI-28041,491743,6075
T3-875116,ST-3017,33,PI-28042,491745,6077
T3-875117,ST-3018,39,PI-28043,491747,6079
T3-875118,ST-3019,24,PI-28044,491749,6081
T3-875119,ST-3020,34,PI-28045,491751,6083
T3-875120,ST-3021,29,PI-28046,491753,6085
T3-875121,ST-3022,19,PI-28047,491755,6087
T3-875122,ST-3023,30,PI-28048,491757,6089
T3-875123,ST-3024,36,PI-28049,491759,6091
T3-875124,ST-3025,12,PI-28050,491761,6093
T3-875125,ST-3026,34,PI-28051,491763,6095
T3-875126,ST-3027,37,PI-28052,491765,6097
T3-875127,ST-3028,15,PI-28053,491767,6099
T3-875128,ST-3029,39,PI-28054,491769,6101
T3-875129,ST-3030,13,PI-28055,491771,6103
T3-875130,ST-3031,38,PI-28056,491773,6105
T3-875131,ST-3032,30,PI-28057,491775,6107
T3-875132,ST-3033,33,PI-28058,491777,6109
T3-875133,ST-3034,12,PI-28059,491779,6111
T3-875134,ST-3035,37,PI-28060,491781,6113
T3-875135,ST-3036,32,PI-28061,491783,6115
T3-875136,ST-3037,21,PI-28062,491785,6117
T3-875137,ST-3038,33,PI-28063,491787,6119
T3-875138,ST-3039,19,PI-28064,491789,6121
T3-875139,ST-3040,30,PI-28065,491791,6123
T3-875140,ST-3041,26,PI-28066,491793,6125
T3-875141,ST-3042,23,PI-28067,491795,6127
T3-875142,ST-3043,32,PI-28068,491797,6129
T3-875143,ST-3044,30,PI-28069,491799,6131
T3-875144,ST-3045,34,PI-28070,491801,6133
T3-875145,ST-3046,22,PI-28071,491803,6135
T3-875146,ST-3047,15,PI-28072,491805,6137
T3-875147,ST-3048,40,PI-28073,491807,6139
T3-875148,ST-3049,24,PI-28074,491809,6141
T3-875149,ST-3050,12,PI-28075,491811,6143
T3-875150,ST-3051,28,PI-28076,491813,6145
T3-875151,ST-3052,18,PI-28077,491815,6147
T3-875152,ST-3053,33,PI-28078,491817,6149
T3-875153,ST-3054,36,PI-28079,491819,6151
T3-875154,ST-3055,34,PI-28080,491821,6153
T3-875155,ST-3056,32,PI-28081,491823,6155
T3-875156,ST-3057,39,PI-28082,491825,6157
T3-875157,ST-3058,34,PI-28083,491827,6159
T3-875158,ST-3059,24,PI-28084,491829,6161
T3-875159,ST-3060,27,PI-28085,491831,6163
T3-875160,ST-3061,15,PI-28086,491833,6165
T3-875161,ST-3062,37,PI-28087,491835,6167
T3-875162,ST-3063,22,PI-28088,491837,6169
T3-875163,ST-3064,23,PI-28089,491839,6171
T3-875164,ST-3065,37,PI-28090,491841,6173
T3-875165,ST-3066,23,PI-28091,491843,6175
T3-875166,ST-3067,15,PI-28092,491845,6177
T3-875167,ST-3068,40,PI-28093,491847,6179
T3-875168,ST-3069,36,PI-28094,491849,6181
T3-875169,ST-3070,39,PI-28095,491851,6183
T3-875170,ST-3071,33,PI-28096,491853,6185
T3-875171,ST-3072,16,PI-28097,491855,6187
T3-875172,ST-3073,23,PI-28098,491857,6189
T3-875173,ST-3074,15,PI-28099,491859,6191
T3-875174,ST-3075,21,PI-28100,491861,6193
T3-875175,ST-3076,36,PI-28101,491863,6195
T3-875176,ST-3077,34,PI-28102,491865,6197
T3-875177,ST-3078,16,PI-28103,491867,6199
T3-875178,ST-3079,23,PI-28104,491869,6201
T3-875179,ST-3080,26,PI-28105,491871,6203
T3-875180,ST-3081,15,PI-28106,491873,6205
T3-875181,ST-3082,35,PI-28107,491875,6207
T3-875182,ST-3083,27,PI-28108,491877,6209
T3-875183,ST-3084,40,PI-28109,491879,6211
T3-875184,ST-3085,39,PI-28110,491881,6213
T3-875185,ST-3086,29,PI-28111,491883,6215
T3-875186,ST-3087,22,PI-28112,491885,6217
T3-875187,ST-3088,12,PI-28113,491887,6219
T3-875188,ST-3089,20,IG-40125,491889,6221
T3-875189,ST-3090,28,IG-40126,491891,6223
T3-875190,ST-3091,12,IG-40127,491893,6225
T3-875191,ST-3092,29,IG-40128,491895,6227
T3-875192,ST-3093,31,IG-40129,491897,6229
T3-875193,ST-3094,14,IG-40130,491899,6231
T3-875194,ST-3095,19,IG-40131,491901,6233
T3-875195,ST-3096,32,IG-40132,491903,6235
T3-875196,ST-3097,31,IG-40133,491905,6237
T3-875197,ST-3098,12,IG-40134,491907,6239
T3-875198,ST-3099,23,IG-40135,491909,6241
T3-875199,ST-3100,12,IG-40136,491911,6243
T3-875200,ST-3101,33,IG-40137,491913,6245
T3-875201,ST-3102,12,IG-40138,491915,6247
T3-875202,ST-3103,28,IG-40139,491917,6249
T3-875203,ST-3104,23,IG-40140,491919,6251
T3-875204,ST-3105,19,IG-40141,491921,6253
T3-875205,ST-3106,14,IG-40142,491923,6255
T3-875206,ST-3107,17,IG-40143,491925,6257
T3-875207,ST-3108,39,IG-40144,491927,6259
T3-875208,ST-3109,30,IG-40145,491929,6261
T3-875209,ST-3110,36,IG-40146,491931,6263
T3-875210,ST-3111,35,IG-40147,491933,6265
T3-875211,ST-3112,25,IG-40148,491935,6267
T3-875212,ST-3113,12,IG-40149,491937,6269
T3-875213,ST-3114,30,IG-40150,491939,6271
T3-875214,ST-3115,26,IG-40151,491941,6273
T3-875215,ST-3116,39,IG-40152,491943,6275
T3-875216,ST-3117,15,IG-40153,491945,6277
T3-875217,ST-3118,19,IG-40154,491947,6279
T3-875218,ST-3119,37,IG-40155,491949,6281
T3-875219,ST-3120,35,IG-40156,491951,6283
T3-875220,ST-3121,12,IG-40157,491953,6285
T3-875221,ST-3122,35,IG-40158,491955,6287
T3-875222,ST-3123,35,IG-40159,491957,6289
T3-875223,ST-3124,26,IG-40160,491959,6291
T3-875224,ST-3125,13,IG-40161,491961,6293
T3-875225,ST-3126,32,IG-40162,491963,6295
T3-875226,ST-3127,25,IG-40163,491965,6297
T3-875227,ST-3128,15,IG-40164,491967,6299
T3-875228,ST-3129,22,IG-40165,491969,6301
T3-875229,ST-3130,33,IG-40166,491971,6303
T3-875230,ST-3131,14,IG-40167,491973,6305
T3-875231,ST-3132,40,IG-40168,491975,6307
T3-875232,ST-3133,30,IG-40169,491977,6309
T3-875233,ST-3134,35,IG-40170,491979,6311
T3-875234,ST-3135,31,IG-40171,491981,6313
T3-875235,ST-3136,33,IG-40172,491983,6315
T3-875236,ST-3137,28,IG-40173,491985,6317
T3-875237,ST-3138,39,IG-40174,491987,6319
T3-875238,ST-3139,35,IG-40175,491989,6321
T3-875239,ST-3140,28,IG-40176,491991,6323
T3-875240,ST-3141,40,IG-40177,491993,6325
T3-875241,ST-3142,28,IG-40178,491995,6327
T3-875242,ST-3143,12,IG-40179,491997,6329
T3-875243,ST-3144,14,IG-40180,491999,6331
T3-875244,ST-3145,18,IG-40181,492001,6333
T3-875245,ST-3146,16,IG-40182,492003,6335
T3-875246,ST-3147,38,IG-40183,492005,6337
T3-875247,ST-3148,30,IG-40184,492007,6339
T3-875248,ST-3149,16,IG-40185,492009,6341
T3-875249,ST-3150,33,IG-40186,492011,6343
T3-875250,ST-3151,33,IG-40187,492013,6345
T3-875251,ST-3152,26,IG-40188,492015,6347
T3-875252,ST-3153,21,IG-40189,492017,6349
T3-875253,ST-3154,25,IG-40190,492019,6351
T3-875254,ST-3155,24,IG-40191,492021,6353
T3-875255,ST-3156,13,IG-40192,492023,6355
T3-875256,ST-3157,19,IG-40193,492025,6357
T3-875257,ST-3158,21,IG-40194,492027,6359
T3-875258,ST-3159,25,IG-40195,492029,6361
T3-875259,ST-3160,30,IG-40196,492031,6363
T3-875260,ST-3161,20,IG-40197,492033,6365
T3-875261,ST-3162,23,IG-40198,492035,6367
T3-875262,ST-3163,37,IG-40199,492037,6369
T3-875263,ST-3164,21,IG-40200,492039,6371
T3-875264,ST-3165,35,IG-40201,492041,6373
T3-875265,ST-3166,20,IG-40202,492043,6375
T3-875266,ST-3167,16,IG-40203,492045,6377
T3-875267,ST-3168,36,IG-40204,492047,6379
T3-875268,ST-3169,12,IG-40205,492049,6381
T3-875269,ST-3170,16,IG-40206,492051,6383
T3-875270,ST-3171,23,IG-40207,492053,6385
T3-875271,ST-3172,27,IG-40208,492055,6387
T3-875272,ST-3173,24,IG-40209,492057,6389
T3-875273,ST-3174,12,IG-40210,492059,6391
T3-875274,ST-3175,40,IG-40211,492061,6393
T3-875275,ST-3176,29,IG-40212,492063,6395
T3-875276,ST-3177,24,IG-40213,492065,6397
T3-875277,ST-3178,18,IG-40214,492067,6399
T3-875278,ST-3179,15,IG-40215,492069,6401
T3-875279,ST-3180,25,IG-40216,492071,6403
T3-875280,ST-3181,14,IG-40217,492073,6405
T3-875281,ST-3182,36,IG-40218,492075,6407
T3-875282,ST-3183,14,IG-40219,492077,6409
T3-875283,ST-3184,24,IG-40220,492079,6411
T3-875284,ST-3185,32,IG-40221,492081,6413
T3-875285,ST-3186,36,IG-40222,492083,6415
T3-875286,ST-3187,13,IG-40223,492085,6417
T3-875287,ST-3188,37,IG-40224,492087,6419
T3-875288,ST-3189,21,IG-40225,492089,6421
T3-875289,ST-3190,23,IG-40226,492091,6423
T3-875290,ST-3191,26,IG-40227,492093,6425
T3-875291,ST-3192,21,IG-40228,492095,6427
T3-875292,ST-3193,39,IG-40229,492097,6429
T3-875293,ST-3194,21,IG-40230,492099,6431
T3-875294,ST-3195,28,IG-40231,492101,6433
T3-875295,ST-3196,31,IG-40232,492103,6435
T3-875296,ST-3197,15,IG-40233,492105,6437
T3-875297,ST-3198,37,IG-40234,492107,6439
T3-875298,ST-3199,27,IG-40235,492109,6441
T3-875299,ST-3200,12,IG-40236,492111,6443
T3-875300,ST-3201,14,IG-40237,492113,6445
T3-875301,ST-3202,29,IG-40238,492115,6447
T3-875302,ST-3203,21,IG-40239,492117,6449
T3-875303,ST-3204,13,IG-40240,492119,6451
T3-875304,ST-3205,13,IG-40241,492121,6453
T3-875305,ST-3206,20,IG-40242,492123,6455
T3-875306,ST-3207,38,IG-40243,492125,6457
T3-875307,ST-3208,34,IG-40244,492127,6459
T3-875308,ST-3209,40,IG-40245,492129,6461
T3-875309,ST-3210,17,IG-40246,492131,6463
T3-875310,ST-3211,35,IG-40247,492133,6465
T3-875311,ST-3212,37,IG-40248,492135,6467
T3-875312,ST-3213,21,IG-40249,492137,6469
T3-875313,ST-3214,13,IG-40250,492139,6471
T3-875314,ST-3215,18,IG-40251,492141,6473
T3-875315,ST-3216,38,IG-40252,492143,6475
T3-875316,ST-3217,21,IG-40253,492145,6477
T3-875317,ST-3218,37,IG-40254,492147,6479
T3-875318,ST-3219,29,IG-40255,492149,6481
T3-875319,ST-3220,40,IG-40256,492151,6483
T3-875320,ST-3221,18,IG-40257,492153,6485
T3-875321,ST-3222,38,IG-40258,492155,6487
T3-875322,ST-3223,28,IG-40259,492157,6489
T3-875323,ST-3224,27,IG-40260,492159,6491
T3-875324,ST-3225,31,IG-40261,492161,6493
T3-875325,ST-3226,26,IG-40262,492163,6495
T3-875326,ST-3227,34,IG-40263,492165,6497
T3-875327,ST-3228,28,IG-40264,492167,6499
T3-875328,ST-3229,32,IG-40265,492169,6501
T3-875329,ST-3230,23,IG-40266,492171,6503
T3-875330,ST-3231,27,IG-40267,492173,6505
T3-875331,ST-3232,34,IG-40268,492175,6507
T3-875332,ST-3233,21,IG-40269,492177,6509
T3-875333,ST-3234,13,IG-40270,492179,6511
T3-875334,ST-3235,31,IG-40271,492181,6513
T3-875335,ST-3236,29,IG-40272,492183,6515
T3-875336,ST-3237,36,IG-40273,492185,6517
T3-875337,ST-3238,30,IG-40274,492187,6519
T3-875338,ST-3239,32,IG-40275,492189,6521
T3-875339,ST-3240,29,IG-40276,492191,6523
T3-875340,ST-3241,20,IG-40277,492193,6525
T3-875341,ST-3242,38,IG-40278,492195,6527
T3-875342,ST-3243,37,IG-40279,492197,6529
T3-875343,ST-3244,33,IG-40280,492199,6531
T3-875344,ST-3245,12,IG-40281,492201,6533
T3-875345,ST-3246,22,IG-40282,492203,6535
T3-875346,ST-3247,40,IG-40283,492205,6537
T3-875347,ST-3248,38,IG-40284,492207,6539
T3-875348,ST-3249,36,IG-40285,492209,6541
T3-875349,ST-3250,40,IG-40286,492211,6543
T3-875350,ST-3251,14,IG-40287,492213,6545
T3-875351,ST-3252,35,IG-40288,492215,6547
T3-875352,ST-3253,13,IG-40289,492217,6549
T3-875353,ST-3254,35,IG-40290,492219,6551
T3-875354,ST-3255,20,IG-40291,492221,6553
T3-875355,ST-3256,13,IG-40292,492223,6555
T3-875356,ST-3257,17,IG-40293,492225,6557
T3-875357,ST-3258,19,IG-40294,492227,6559
T3-875358,ST-3259,22,IG-40295,492229,6561
T3-875359,ST-3260,29,IG-40296,492231,6563
T3-875360,ST-3261,16,IG-40297,492233,6565
T3-875361,ST-3262,25,IG-40298,492235,6567
T3-875362,ST-3263,35,IG-40299,492237,6569
T3-875363,ST-3264,39,IG-40300,492239,6571
T3-875364,ST-3265,29,IG-40301,492241,6573
T3-875365,ST-3266,18,IG-40302,492243,6575
T3-875366,ST-3267,20,IG-40303,492245,6577
T3-875367,ST-3268,19,IG-40304,492247,6579
T3-875368,ST-3269,39,IG-40305,492249,6581
T3-875369,ST-3270,13,IG-40306,492251,6583
T3-875370,ST-3271,36,IG-40307,492253,6585
T3-875371,ST-3272,19,IG-40308,492255,6587
T3-875372,ST-3273,17,IG-40309,492257,6589
T3-875373,ST-3274,18,IG-40310,492259,6591
T3-875374,ST-3275,36,IG-40311,492261,6593
T3-875375,ST-3276,22,IG-40312,492263,6595
T3-875376,ST-3277,18,IG-40313,492265,6597
T3-875377,ST-3278,12,IG-40314,492267,6599
T3-875378,ST-3279,19,IG-40315,492269,6601
T3-875379,ST-3280,23,IG-40316,492271,6603
T3-875380,ST-3281,19,IG-40317,492273,6605
T3-875381,ST-3282,21,IG-40318,492275,6607
T3-875382,ST-3283,35,IG-40319,492277,6609
T3-875383,ST-3284,14,IG-40320,492279,6611
T3-875384,ST-3285,36,IG-40321,492281,6613
T3-875385,ST-3286,12,IG-40322,492283,6615
T3-875386,ST-3287,18,IG-40323,492285,6617
T3-875387,ST-3288,18,IG-40324,492287,6619
T3-875388,ST-3289,14,IG-40325,492289,6621
T3-875389,ST-3290,30,IG-40326,492291,6623
T3-875390,ST-3291,36,IG-40327,492293,6625
T3-875391,ST-3292,29,IG-40328,492295,6627
T3-875392,ST-3293,17,IG-40329,492297,6629
T3-875393,ST-3294,19,IG-40330,492299,6631
T3-875394,ST-3295,26,IG-40331,492301,6633
T3-875395,ST-3296,29,IG-40332,492303,6635
T3-875396,ST-3297,28,IG-40333,492305,6637
T3-875397,ST-3298,22,IG-40334,492307,6639
T3-875398,ST-3299,28,IG-40335,492309,6641
T3-875399,ST-3300,35,IG-40336,492311,6643
T3-875400,ST-3301,25,IG-40337,492313,6645
T3-875401,ST-3302,32,IG-40338,492315,6647
T3-875402,ST-3303,12,IG-40339,492317,6649
T3-875403,ST-3304,40,IG-40340,492319,6651
T3-875404,ST-3305,35,IG-40341,492321,6653
T3-875405,ST-3306,34,IG-40342,492323,6655
T3-875406,ST-3307,24,IG-40343,492325,6657
T3-875407,ST-3308,22,IG-40344,492327,6659
T3-875408,ST-3309,18,IG-40345,492329,6661
T3-875409,ST-3310,40,IG-40346,492331,6663
T3-875410,ST-3311,14,IG-40347,492333,6665
T3-875411,ST-3312,27,IG-40348,492335,6667
T3-875412,ST-3313,28,IG-40349,492337,6669
T3-875413,ST-3314,29,IG-40350,492339,6671
T3-875414,ST-3315,26,IG-40351,492341,6673
T3-875415,ST-3316,22,IG-40352,492343,6675
T3-875416,ST-3317,22,IG-40353,492345,6677
T3-875417,ST-3318,36,IG-40354,492347,6679
T3-875418,ST-3319,20,IG-40355,492349,6681
T3-875419,ST-3320,35,IG-40356,492351,6683
T3-875420,ST-3321,40,IG-40357,492353,6685
T3-875421,ST-3322,36,IG-40358,492355,6687
T3-875422,ST-3323,27,IG-40359,492357,6689
T3-875423,ST-3324,20,IG-40360,492359,6691
T3-875424,ST-3325,19,IG-40361,492361,6693
T3-875425,ST-3326,35,IG-40362,492363,6695
T3-875426,ST-3327,25,IG-40363,492365,6697
T3-875427,ST-3328,33,IG-40364,492367,6699
T3-875428,ST-3329,34,IG-40365,492369,6701
T3-875429,ST-3330,16,IG-40366,492371,6703
T3-875430,ST-3331,19,IG-40367,492373,6705
T3-875431,ST-3332,19,IG-40368,492375,6707
T3-875432,ST-3333,38,IG-40369,492377,6709
T3-875433,ST-3334,32,IG-40370,492379,6711
T3-875434,ST-3335,26,IG-40371,492381,6713
T3-875435,ST-3336,14,IG-40372,492383,6715
T3-875436,ST-3337,25,IG-40373,492385,6717
T3-875437,ST-3338,19,IG-40374,492387,6719
T3-875438,ST-3339,36,IG-40375,492389,6721
T3-875439,ST-3340,12,IG-40376,492391,6723
T3-875440,ST-3341,24,IG-40377,492393,6725
T3-875441,ST-3342,23,IG-40378,492395,6727
T3-875442,ST-3343,14,IG-40379,492397,6729
T3-875443,ST-3344,35,IG-40380,492399,6731
T3-875444,ST-3345,38,IG-40381,492401,6733
T3-875445,ST-3346,36,IG-40382,492403,6735
T3-875446,ST-3347,34,IG-40383,492405,6737
T3-875447,ST-3348,29,IG-40384,492407,6739
T3-875448,ST-3349,33,IG-40385,492409,6741
T3-875449,ST-3350,35,IG-40386,492411,6743
T3-875450,ST-3351,27,IG-40387,492413,6745
T3-875451,ST-3352,36,IG-40388,492415,6747
T3-875452,ST-3353,24,IG-40389,492417,6749
T3-875453,ST-3354,35,IG-40390,492419,6751
T3-875454,ST-3355,39,IG-40391,492421,6753
T3-875455,ST-3356,33,IG-40392,492423,6755
T3-875456,ST-3357,14,IG-40393,492425,6757
T3-875457,ST-3358,26,IG-40394,492427,6759
T3-875458,ST-3359,17,IG-40395,492429,6761
T3-875459,ST-3360,34,IG-40396,492431,6763
T3-875460,ST-3361,37,IG-40397,492433,6765
T3-875461,ST-3362,22,IG-40398,492435,6767
T3-875462,ST-3363,12,IG-40399,492437,6769
T3-875463,ST-3364,28,IG-40400,492439,6771
T3-875464,ST-3365,33,IG-40401,492441,6773
T3-875465,ST-3366,39,IG-40402,492443,6775
T3-875466,ST-3367,16,IG-40403,492445,6777
T3-875467,ST-3368,32,IG-40404,492447,6779
T3-875468,ST-3369,37,IG-40405,492449,6781
T3-875469,ST-3370,37,IG-40406,492451,6783
T3-875470,ST-3371,32,IG-40407,492453,6785
T3-875471,ST-3372,24,IG-40408,492455,6787
T3-875472,ST-3373,40,IG-40409,492457,6789
T3-875473,ST-3374,36,IG-40410,492459,6791
T3-875474,ST-3375,12,IG-40411,492461,6793
T3-875475,ST-3376,31,IG-40412,492463,6795
T3-875476,ST-3377,31,IG-40413,492465,6797
T3-875477,ST-3378,28,IG-40414,492467,6799
T3-875478,ST-3379,39,IG-40415,492469,6801
T3-875479,ST-3380,28,IG-40416,492471,6803
T3-875480,ST-3381,22,IG-40417,492473,6805
T3-875481,ST-3382,17,IG-40418,492475,6807
T3-875482,ST-3383,25,IG-40419,492477,6809
T3-875483,ST-3384,23,IG-40420,492479,6811
T3-875484,ST-3385,38,IG-40421,492481,6813
T3-875485,ST-3386,12,IG-40422,492483,6815
T3-875486,ST-3387,17,IG-40423,492485,6817
T3-875487,ST-3388,14,IG-40424,492487,6819
T3-875488,ST-3389,12,IG-40425,492489,6821
T3-875489,ST-3390,12,IG-40426,492491,6823
T3-875490,ST-3391,14,IG-40427,492493,6825
T3-875491,ST-3392,22,IG-40428,492495,6827
T3-875492,ST-3393,39,IG-40429,492497,6829
T3-875493,ST-3394,23,IG-40430,492499,6831
T3-875494,ST-3395,33,IG-40431,492501,6833
T3-875495,ST-3396,18,IG-40432,492503,6835
T3-875496,ST-3397,26,IG-40433,492505,6837
G1-478548,ST-3398,16,IG-40434,492507,6839
G1-478549,ST-3399,16,IG-40435,492509,6841
G1-478550,ST-3400,22,IG-40436,492511,6843
G1-478551,ST-3401,32,IG-40437,492513,6845
G1-478552,ST-3402,39,IG-40438,492515,6847
G1-478553,ST-3403,13,IG-40439,492517,6849
G1-478554,ST-3404,29,IG-40440,492519,6851
G1-478555,ST-3405,25,IG-40441,492521,6853
G1-478556,ST-3406,33,IG-40442,492523,6855
G1-478557,ST-3407,18,IG-40443,492525,6857
G1-478558,ST-3408,19,IG-40444,492527,6859
G1-478559,ST-3409,40,IG-40445,492529,6861
G1-478560,ST-3410,35,IG-40446,492531,6863
G1-478561,ST-3411,27,IG-40447,492533,6865
G1-478562,ST-3412,32,IG-40448,492535,6867
G1-478563,ST-3413,40,IG-40449,492537,6869
G1-478564,ST-3414,15,IG-40450,492539,6871
G1-478565,ST-3415,18,IG-40451,492541,6873
G1-478566,ST-3416,38,IG-40452,492543,6875
G1-478567,ST-3417,38,IG-40453,492545,6877
G1-478568,ST-3418,31,IG-40454,492547,6879
G1-478569,ST-3419,14,IG-40455,492549,6881
G1-478570,ST-3420,21,IG-40456,492551,6883
G1-478571,ST-3421,18,IG-40457,492553,6885
G1-478572,ST-3422,34,IG-40458,492555,6887
G1-478573,ST-3423,25,IG-40459,492557,6889
G1-478574,ST-3424,27,IG-40460,492559,6891
G1-478575,ST-3425,28,IG-40461,492561,6893
G1-478576,ST-3426,17,IG-40462,492563,6895
G1-478577,ST-3427,36,IG-40463,492565,6897
G1-478578,ST-3428,38,IG-40464,492567,6899
G1-478579,ST-3429,32,IG-40465,492569,6901
G1-478580,ST-3430,15,IG-40466,492571,6903
G1-478581,ST-3431,34,IG-40467,492573,6905
G1-478582,ST-3432,23,IG-40468,492575,6907
G1-478583,ST-3433,28,IG-40469,492577,6909
G1-478584,ST-3434,13,IG-40470,492579,6911
G1-478585,ST-3435,36,IG-40471,492581,6913
G1-478586,ST-3436,12,IG-40472,492583,6915
G1-478587,ST-3437,36,IG-40473,492585,6917
G1-478588,ST-3438,15,IG-40474,492587,6919
G1-478589,ST-3439,34,IG-40475,492589,6921
G1-478590,ST-3440,20,IG-40476,492591,6923
G1-478591,ST-3441,24,IG-40477,492593,6925
G1-478592,ST-3442,24,IG-40478,492595,6927
G1-478593,ST-3443,29,IG-40479,492597,6929
G1-478594,ST-3444,35,IG-40480,492599,6931
G1-478595,ST-3445,38,IG-40481,492601,6933
G1-478596,ST-3446,22,IG-40482,492603,6935
G1-478597,ST-3447,30,IG-40483,492605,6937
G1-478598,ST-3448,17,IG-40484,492607,6939
G1-478599,ST-3449,23,IG-40485,492609,6941
G1-478600,ST-3450,28,IG-40486,492611,6943
G1-478601,ST-3451,20,IG-40487,492613,6945
G1-478602,ST-3452,26,IG-40488,492615,6947
G1-478603,ST-3453,25,IG-40489,492617,6949
G1-478604,ST-3454,26,IG-40490,492619,6951
G1-478605,ST-3455,18,IG-40491,492621,6953
G1-478606,ST-3456,36,IG-40492,492623,6955
G1-478607,ST-3457,40,IG-40493,492625,6957
G1-478608,ST-3458,17,IG-40494,492627,6959
G1-478609,ST-3459,30,IG-40495,492629,6961
G1-478610,ST-3460,25,IG-40496,492631,6963
G1-478611,ST-3461,39,IG-40497,492633,6965
G1-478612,ST-3462,27,IG-40498,492635,6967
G1-478613,ST-3463,33,IG-40499,492637,6969
G1-478614,ST-3464,12,IG-40500,492639,6971
G1-478615,ST-3465,28,IG-40501,492641,6973
G1-478616,ST-3466,18,IG-40502,492643,6975
G1-478617,ST-3467,22,IG-40503,492645,6977
G1-478618,ST-3468,37,IG-40504,492647,6979
G1-478619,ST-3469,20,IG-40505,492649,6981
G1-478620,ST-3470,26,IG-40506,492651,6983
G1-478621,ST-3471,22,IG-40507,492653,6985
G1-478622,ST-3472,37,IG-40508,492655,6987
G1-478623,ST-3473,28,IG-40509,492657,6989
G1-478624,ST-3474,31,IG-40510,492659,6991
G1-478625,ST-3475,32,IG-40511,492661,6993
G1-478626,ST-3476,16,IG-40512,492663,6995
G1-478627,ST-3477,39,IG-40513,492665,6997
G1-478628,ST-3478,14,IG-40514,492667,6999
G1-478629,ST-3479,27,IG-40515,492669,7001
G1-478630,ST-3480,15,IG-40516,492671,7003
G1-478631,ST-3481,14,IG-40517,492673,7005
G1-478632,ST-3482,30,IG-40518,492675,7007
G1-478633,ST-3483,17,IG-40519,492677,7009
G1-478634,ST-3484,32,IG-40520,492679,7011
G1-478635,ST-3485,32,IG-40521,492681,7013
G1-478636,ST-3486,20,IG-40522,492683,7015
G1-478637,ST-3487,36,IG-40523,492685,7017
G1-478638,ST-3488,29,IG-40524,492687,7019
G1-478639,ST-3489,29,IG-40525,492689,7021
G1-478640,ST-3490,18,IG-40526,492691,7023
G1-478641,ST-3491,17,IG-40527,492693,7025
G1-478642,ST-3492,40,IG-40528,492695,7027
G1-478643,ST-3493,12,IG-40529,492697,7029
G1-478644,ST-3494,18,IG-40530,492699,7031
G1-478645,ST-3495,17,IG-40531,492701,7033
G1-478646,ST-3496,16,IG-40532,492703,7035
G1-478647,ST-3497,33,IG-40533,492705,7037
G1-478648,ST-3498,35,IG-40534,492707,7039
G1-478649,ST-3499,22,IG-40535,492709,7041
G1-478650,ST-3500,32,IG-40536,492711,7043
G1-478651,ST-3501,40,IG-40537,492713,7045
G1-478652,ST-3502,35,IG-40538,492715,7047
G1-478653,ST-3503,27,IG-40539,492717,7049
G1-478654,ST-3504,18,IG-40540,492719,7051
G1-478655,ST-3505,24,IG-40541,492721,7053
G1-478656,ST-3506,19,IG-40542,492723,7055
G1-478657,ST-3507,27,IG-40543,492725,7057
G1-478658,ST-3508,24,IG-40544,492727,7059
G1-478659,ST-3509,17,IG-40545,492729,7061
G1-478660,ST-3510,13,IG-40546,492731,7063
G1-478661,ST-3511,35,IG-40547,492733,7065
G1-478662,ST-3512,22,IG-40548,492735,7067
G1-478663,ST-3513,19,IG-40549,492737,7069
G1-478664,ST-3514,28,IG-40550,492739,7071
G1-478665,ST-3515,21,IG-40551,492741,7073
G1-478666,ST-3516,34,IG-40552,492743,7075
G1-478667,ST-3517,21,IG-40553,492745,7077
G1-478668,ST-3518,37,IG-40554,492747,7079
G1-478669,ST-3519,25,IG-40555,492749,7081
G1-478670,ST-3520,29,IG-40556,492751,7083
G1-478671,ST-3521,36,IG-40557,492753,7085
G1-478672,ST-3522,16,IG-40558,492755,7087
G1-478673,ST-3523,32,IG-40559,492757,7089
G1-478674,ST-3524,35,IG-40560,492759,7091
G1-478675,ST-3525,38,IG-40561,492761,7093
G1-478676,ST-3526,16,IG-40562,492763,7095
G1-478677,ST-3527,30,IG-40563,492765,7097
G1-478678,ST-3528,28,IG-40564,492767,7099
G1-478679,ST-3529,38,IG-40565,492769,7101
G1-478680,ST-3530,19,IG-40566,492771,7103
G1-478681,ST-3531,20,IG-40567,492773,7105
G1-478682,ST-3532,39,IG-40568,492775,7107
G1-478683,ST-3533,32,IG-40569,492777,7109
G1-478684,ST-3534,31,IG-40570,492779,7111
G1-478685,ST-3535,36,IG-40571,492781,7113
G1-478686,ST-3536,28,IG-40572,492783,7115
G1-478687,ST-3537,34,IG-40573,492785,7117
G1-478688,ST-3538,33,IG-40574,492787,7119
G1-478689,ST-3539,26,IG-40575,492789,7121
G1-478690,ST-3540,32,IG-40576,492791,7123
G1-478691,ST-3541,37,IG-40577,492793,7125
G1-478692,ST-3542,26,IG-40578,492795,7127
G1-478693,ST-3543,38,IG-40579,492797,7129
G1-478694,ST-3544,18,IG-40580,492799,7131
G1-478695,ST-3545,36,IG-40581,492801,7133
G1-478696,ST-3546,40,IG-40582,492803,7135
G1-478697,ST-3547,28,IG-40583,492805,7137
G1-478698,ST-3548,20,IG-40584,492807,7139
